Number	Morph	Frequency
984	Noun+NoHats+A3sg+Pnon+Nom+Adj+Without+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Nom	3
985	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Apos+Gen	3
986	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Loc	3
987	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1pl+Nom	3
988	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Apos+Acc	3
989	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Nom+Verb+Past+A3sg	3
990	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Gen+Pron+Rel+A3sg+Pnon+Nom	3
991	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Dat+Verb+Pres+A1sg	3
992	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Acc	3
993	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P3sg+Abl	3
994	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Apos+Abl	3
995	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Apos+Gen	3
996	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Apos+Gen	3
997	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Noun+Inf2+A3sg+Pnon+Ins	3
998	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Opt+A1pl	3
999	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Pos+Fut+A3sg	3
1000	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Pos+Noun+Inf2+A3sg+Pnon+Acc	3
1001	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Pass+Pos+Adj+PresPart	3
1002	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Dat	3
1003	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Narr+A2sg	3
1004	Noun+Prop+A3sg+Pnon+Nom+Noun+Dim+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Apos+Gen	3
1005	Verb+Pos+Adj+PresPart+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Nom	3
1006	Verb+Pos+Adj+PresPart+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1sg+Nom	3
1007	Verb+Pos+Adj+PresPart+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Gen	3
1008	Verb+Pos+Noun+FutPart+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P1sg+Gen	3
1009	Verb+Pos+Noun+FutPart+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Abl	3
1010	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Acc	3
1011	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Loc+Adj+Rel	3
1012	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Nom	3
1013	Verb+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Abl	3
1014	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Gen	3
1015	Verb+Pos+Noun+Inf3+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Nom	3
1016	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Acc	3
1017	Verb+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Loc	3
1018	Verb+Verb+Pass+Pos+Noun+Inf3+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Nom	3
1019	Adj+NoHats+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Nom	2
1020	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1pl+Ins	2
1021	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1sg+Nom+Verb+Pres+Cop+A3sg	2
1022	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2pl+Abl	2
1023	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2pl+Dat	2
1024	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Ins	2
1025	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Apos+Loc+Adj+Rel	2
1026	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Nom	2
1027	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Nom	2
1028	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Gen	2
1029	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P1pl+Nom	2
1030	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P3sg+Loc	2
1031	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+Pnon+Gen	2
1032	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+Pnon+Ins	2
1033	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1pl+Gen	2
1034	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Nom	2
1035	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Noun+Inf2+A3sg+Pnon+Nom	2
1036	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Narr+A2pl	2
1037	Adj+Noun+A3sg+Pnon+Nom+Adj+With+Verb+Past+A1sg	2
1038	Adj+Verb+Become+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1sg+Acc	2
1039	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P1pl+Loc	2
1040	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P1sg+Acc	2
1041	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P1sg+Gen	2
1042	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P2pl+Dat	2
1043	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Loc+Adj+Rel	2
1044	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Nom+Verb+Past+A3pl	2
1045	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Nom+Verb+Pres+Cop+A3pl	2
1046	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Abl+Verb+Narr+A3sg	2
1047	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Abl+Verb+Pres+A2pl	2
1048	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Gen+Pron+Rel+A3pl+Pnon+Ins	2
1049	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Nom+Verb+Pres+A2pl	2
1050	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1pl+Nom+Verb+Past+A3sg	2
1051	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Loc+Verb+Past+A3sg	2
1052	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Nom+Verb+Past+A1sg	2
1053	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Nom+Verb+Past+A2pl	2
1054	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Abl+Verb+Pres+A1sg	2
1055	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Gen+Pron+Rel+A3sg+Pnon+Acc	2
1056	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Gen+Pron+Rel+A3sg+Pnon+Abl	2
1057	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Gen+Verb+Cond+A3sg	2
1058	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Loc+Verb+Narr+A3sg+Adv+AsIf	2
1059	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Loc+Verb+Pres+A1sg	2
1060	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Ins	2
1061	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Ins	2
1062	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1sg+Nom	2
1063	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Nom	2
1064	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Gen	2
1065	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Ins	2
1066	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+P3sg+Gen	2
1067	Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+Without+Noun+Ness+A3sg+Pnon+Gen	2
1068	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Dim+A3pl+P3sg+Nom	2
1069	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Dim+A3sg+P2pl+Dat	2
1070	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Dim+A3sg+P3sg+Abl	2
1071	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Dim+A3sg+P3sg+Ins	2
1072	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Dim+A3sg+P3sg+Nom	2
1073	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Dim+A3sg+Pnon+Dat	2
1074	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P3sg+Abl+Verb+Pres+Cop+A3sg	2
1075	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+Pnon+Apos+Abl	2
1076	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+Pnon+Apos+Gen	2
1077	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+Pnon+Nom+Verb+Past+A3sg	2
1078	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1pl+Loc+Adj+Rel	2
1079	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P2pl+Nom+Verb+Pres+Cop+A3sg	2
1080	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Apos+Abl	2
1081	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Apos+Acc	2
1082	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Apos+Loc	2
1083	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Equ	2
1084	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Abl+Verb+Cond+A3sg	2
1085	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Abl+Verb+Pres+Cop+A3sg	2
1086	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Apos+Gen	2
1087	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Apos+Loc	2
1088	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Loc+Verb+Cond+A3sg	2
1089	Noun+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Nom+Noun+Ness+A3sg+P3sg+Nom	2
1090	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Neg+Adj+PresPart	2
1091	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Neg+Fut+A3sg+Cop+A3sg	2
1092	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Neg+Narr+A3sg+Cop+A3sg	2
1093	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Neg+Noun+FutPart+A3pl+P3sg+Acc	2
1094	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Neg+Noun+Inf2+A3sg+P3sg+Nom	2
1095	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Adj+PastPart+P1pl	2
1096	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Adj+PresPart+Noun+A3pl+Pnon+Gen	2
1097	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Aor+A2pl	2
1098	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Aor+Cond+A1pl	2
1099	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Aor+Past+A3sg	2
1100	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Fut+A3pl	2
1101	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Fut+Past+A3sg	2
1102	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Neces+A3sg+Cop+A3sg	2
1103	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Noun+FutPart+A3sg+P3sg+Abl	2
1104	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Noun+Inf2+A3pl+P1pl+Nom	2
1105	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Noun+Inf2+A3pl+Pnon+Nom+Verb+Pres+Cop+A3sg	2
1106	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Noun+Inf2+A3sg+P1pl+Acc	2
1107	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Noun+Inf2+A3sg+P2pl+Acc	2
1108	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Noun+Inf2+A3sg+Pnon+Apos+Abl	2
1109	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Noun+Inf2+A3sg+Pnon+Nom+Noun+Agt+A3pl+Pnon+Nom	2
1110	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Noun+Inf2+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom	2
1111	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Prog1+A3pl+Past	2
1112	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Prog1+A3sg+Cop+A3sg	2
1113	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Prog1+Narr+A3sg	2
1114	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Prog1+Past+A1pl	2
1115	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Able+Neg+Adj+PastPart+P3sg	2
1116	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Able+Pos+Noun+FutPart+A3pl+P3sg+Acc	2
1117	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Able+Pos+Noun+FutPart+A3sg+P3sg+Dat	2
1118	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Able+Pos+Noun+Inf2+A3sg+Pnon+Gen	2
1119	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Able+Pos+Noun+PastPart+A3sg+P3sg+Acc	2
1120	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Able+Pos+Past+A3sg	2
1121	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Neg+Noun+Inf2+A3sg+Pnon+Acc	2
1122	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Neg+Prog1+A1pl	2
1123	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Pos+Adj+FutPart+P3sg	2
1124	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Pos+Noun+FutPart+A3sg+P3sg+Abl	2
1125	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Pos+Noun+FutPart+A3sg+P3sg+Acc	2
1126	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Pos+Noun+Inf1+A3sg+Pnon+Abl	2
1127	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Pos+Noun+Inf2+A3pl+P3sg+Acc	2
1128	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Pos+Noun+PastPart+A3pl+P3sg+Acc	2
1129	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Pos+Noun+PastPart+A3sg+P1pl+Acc	2
1130	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Pos+Past+A1sg	2
1131	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Pos+Prog1+A1pl	2
1132	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Pos+Prog1+A3sg+Cop+A3sg	2
1133	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Able+Neg+Prog1+A2sg	2
1134	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Able+Pos+Aor+A1pl	2
1135	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Able+Pos+Noun+Inf1+A3sg+Pnon+Nom	2
1136	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Able+Pos+Noun+Inf2+A3pl+P3sg+Nom	2
1137	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Able+Pos+Noun+PastPart+A3sg+P3sg+Acc	2
1138	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Pass+Neg+Narr+A3sg	2
1139	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Pass+Pos+Aor+A3sg	2
1140	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+P3sg+Ins	2
1141	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Pass+Verb+Able+Neg+Aor+A3sg	2
1142	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Pass+Verb+Able+Pos+Adj+PresPart	2
1143	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Narr+A3sg+Past	2
1144	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Past+A3pl+Cond	2
1145	Noun+A3sg+Pnon+Nom+Adj+With+Verb+Past+A3sg+Cond	2
1146	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Acc	2
1147	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Dat	2
1148	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Abl	2
1149	Noun+A3sg+Pnon+Nom+Adj+Without+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Nom	2
1150	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Nom	2
1151	Noun+A3sg+Pnon+Nom+Noun+Agt+A3sg+Pnon+Nom+Adj+With+Verb+Pres+A2sg	2
1152	Noun+A3sg+Pnon+Nom+Noun+Dim+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Dat	2
1153	Noun+A3sg+Pnon+Nom+Noun+Dim+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Gen	2
1154	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P3sg+Gen	2
1155	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Gen	2
1156	Noun+A3sg+Pnon+Nom+Noun+Ness+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+Pnon+Nom	2
1157	Noun+A3sg+Pnon+Nom+Verb+Acquire+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Acc	2
1158	Noun+A3sg+Pnon+Nom+Verb+Acquire+Verb+Caus+Verb+Pass+Pos+Noun+Inf2+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Nom	2
1159	Noun+Acro+Apos+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Acc	2
1160	Noun+Acro+Apos+A3sg+Pnon+Nom+Adj+With+Verb+Cond+A3sg	2
1161	Noun+NoHats+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Gen+Pron+Rel+A3sg+Pnon+Dat	2
1162	Noun+NoHats+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Abl	2
1163	Noun+NoHats+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Acc	2
1164	Noun+NoHats+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+P3sg+Abl	2
1165	Noun+NoHats+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1sg+Acc	2
1166	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+P1sg+Nom	2
1167	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Apos+Gen+Verb+Pres+Cop+A3sg	2
1168	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Apos+Loc+Adj+Rel	2
1169	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Dat+Verb+Past+A3sg	2
1170	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Gen+Pron+Rel+A3sg+Pnon+Dat	2
1171	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Loc+Adj+Rel+Abl	2
1172	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Nom+Verb+Pres+A1pl	2
1173	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1pl+Gen	2
1174	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P1sg+Gen	2
1175	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P2sg+Loc	2
1176	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+P3sg+Nom+Verb+Pres+A1sg	2
1177	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Dat	2
1178	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3pl+Pnon+Nom	2
1179	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Nom+Adj+With+Noun+A3sg+Pnon+Apos+Dat	2
1180	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+Pnon+Dat	2
1181	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3pl+Pnon+Nom	2
1182	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1pl+Abl	2
1183	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1pl+Gen	2
1184	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P1sg+Abl	2
1185	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P2pl+Acc	2
1186	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Apos+Dat	2
1187	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Noun+Ness+A3sg+P3sg+Nom+Verb+Pres+Cop+A3sg	2
1188	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Fut+A1pl	2
1189	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Noun+Inf1+A3sg+Pnon+Ins	2
1190	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Noun+Inf2+A3sg+P3sg+Ins	2
1191	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Noun+Inf2+A3sg+Pnon+Apos+Dat	2
1192	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Pos+Noun+PastPart+A3sg+Pnon+Nom	2
1193	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Able+Pos+Adj+FutPart+P3sg	2
1194	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Pos+Adj+FutPart+P3sg	2
1195	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Pos+Adj+PresPart	2
1196	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Pos+Aor+A2pl	2
1197	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Pos+Noun+Inf2+A3sg+P3sg+Nom	2
1198	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Able+Neg+Adj+PastPart+P1pl	2
1199	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Able+Neg+Aor+A3sg	2
1200	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Able+Neg+Noun+PastPart+A3pl+P1pl+Nom	2
1201	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Able+Pos+Fut+A3sg	2
1202	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Pass+Neg+Narr+A3sg	2
1203	Noun+Prop+A3sg+Pnon+Nom+Adj+With+Verb+Become+Verb+Caus+Verb+Pass+Pos+Adv+ByDoingSo	2
